date,funder,person,spend,impact,url
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=273061701283250&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=324187129262512&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-24,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=565142161145698&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=974364863315951&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=165305438949463&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=486283945795954&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=513682786520703&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=847088352891995&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=943332323167734&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=4297827720279282&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=160059579505512&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=221495803142992&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=222731883012134&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-24,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=275245074287130&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-24,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=350448156442296&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-24,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=1924544157696698&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=1263273637465868&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=491830702149335&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=499424467781678&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=779344319430076&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=828508414744053&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-24,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=869544467310495&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=1018098018727200&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-24,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=2950874291847104&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Conservative Party,Ryan Stephenson for Batley & Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '8000', 'upper_bound': '8999'}",https://www.facebook.com/ads/archive/render_ad/?id=161032892731662&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=599305854377252&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=1005382260271085&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=2904326813153923&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=163551915753731&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=862124977728883&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=5743839072354824&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=187761833285178&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=796595121045642&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=486272612457932&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=494189268319007&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=545356936472457&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=134105218795227&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=199909431910367&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=357665482362522&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=3744584968979481&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-23,The Labour Party,Kim Leadbeater for Batley and Spen,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=182835077023575&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
